time,latitudelongitude,depthmagType,nstgap,dminrms,netid,updatedplace,typehorizontalError,depthErrormagError,magNststatus,locationSource,magSource
,-3.8257,-81.0269,,,,,,,,,,,,,,,,,,
,-3.8117,-81.018399,,,,,,,,,,,,,,,,,,
,-3.807,-81.0136,,,,,,,,,,,,,,,,,,
,-3.8017,-81.0095,,,,,,,,,,,,,,,,,,
,-3.7962,-81.0058,,,,,,,,,,,,,,,,,,
,-3.7901,-81.0033,,,,,,,,,,,,,,,,,,
,-3.7842,-81.000499,,,,,,,,,,,,,,,,,,
,-3.7784,-80.997599,,,,,,,,,,,,,,,,,,
,-3.7724,-80.9952,,,,,,,,,,,,,,,,,,
,-3.7669,-80.9921,,,,,,,,,,,,,,,,,,
,-3.7619,-80.988499,,,,,,,,,,,,,,,,,,
,-3.7571,-80.984699,,,,,,,,,,,,,,,,,,
,-3.7522,-80.980799,,,,,,,,,,,,,,,,,,
,-3.747,-80.9773,,,,,,,,,,,,,,,,,,
,-3.7417,-80.9737,,,,,,,,,,,,,,,,,,
,-3.74,-80.9734,,,,,,,,,,,,,,,,,,
,-3.7429,-80.976499,,,,,,,,,,,,,,,,,,
,-3.7427,-80.9768,,,,,,,,,,,,,,,,,,
,-3.7408,-80.977399,,,,,,,,,,,,,,,,,,
,-3.7391,-80.9784,,,,,,,,,,,,,,,,,,
,-3.7345,-80.9615,,,,,,,,,,,,,,,,,,
,-3.7279,-80.960399,,,,,,,,,,,,,,,,,,
,-3.7212,-80.9597,,,,,,,,,,,,,,,,,,
,-3.7148,-80.9589,,,,,,,,,,,,,,,,,,
,-3.7085,-80.957699,,,,,,,,,,,,,,,,,,
,-3.7019,-80.957,,,,,,,,,,,,,,,,,,
,-3.6954,-80.956099,,,,,,,,,,,,,,,,,,
,-3.6888,-80.9547,,,,,,,,,,,,,,,,,,
,-3.6822,-80.9542,,,,,,,,,,,,,,,,,,
,-3.6756,-80.953199,,,,,,,,,,,,,,,,,,
,-3.6693,-80.951599,,,,,,,,,,,,,,,,,,
,-3.6628,-80.950699,,,,,,,,,,,,,,,,,,
,-3.6563,-80.9504,,,,,,,,,,,,,,,,,,
,-3.6497,-80.9495,,,,,,,,,,,,,,,,,,
,-3.6433,-80.9486,,,,,,,,,,,,,,,,,,
,-3.647,-80.9502,,,,,,,,,,,,,,,,,,
,-3.649,-80.9506,,,,,,,,,,,,,,,,,,
,-3.6474,-80.9501,,,,,,,,,,,,,,,,,,
,-3.6463,-80.9508,,,,,,,,,,,,,,,,,,
,-3.6454,-80.950899,,,,,,,,,,,,,,,,,,
,-3.6376,-80.953199,,,,,,,,,,,,,,,,,,
,-3.6308,-80.953199,,,,,,,,,,,,,,,,,,
,-3.6241,-80.9531,,,,,,,,,,,,,,,,,,
,-3.6175,-80.952999,,,,,,,,,,,,,,,,,,
,-3.6109,-80.9527,,,,,,,,,,,,,,,,,,
,-3.6044,-80.951,,,,,,,,,,,,,,,,,,
,-3.5977,-80.9499,,,,,,,,,,,,,,,,,,
,-3.5911,-80.949799,,,,,,,,,,,,,,,,,,
,-3.5846,-80.9488,,,,,,,,,,,,,,,,,,
,-3.578,-80.9476,,,,,,,,,,,,,,,,,,
,-3.5714,-80.9463,,,,,,,,,,,,,,,,,,
